ID Punto;Iluminación;¿Qué veo?;Visibilidad;Presencia de personas;Seguridad;Estado del Sendero;Transporte;Presencia mixta;Índice de seguridad;Dirección;Código Localidad;Nombre Localidad;Coordenada X;Coordenada Y
1403;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Cerca;Hay diversidad;Muy Alto;Chapinero Central, Bogotá, Bogota, Colombia;2;Chapinero;-74,06410000010;4,64599999972
1404;Brillante;Bastante visible;Altamente visible;Una multitud de personas;Minima;Bueno;Muy Cerca;Hay diversidad;Muy Alto;K13 - CL60, Bogotá, Colombia;2;Chapinero;-74,06390000040;4,64729999937
1405;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Muy Alto;AK 13 - Cl 61, Bogotá, Colombia;2;Chapinero;-74,06369999980;4,64819999970
1406;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;Hay poca diversidad;Muy Alto;AK 13 - Cl 63A, Bogotá, Colombia;2;Chapinero;-74,06329999960;4,64949999936
1407;Brillante;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;AK 13 - Cl 63A, Bogotá, Colombia;2;Chapinero;-74,06269999970;4,65029999986
1408;Brillante;Bastante visible;Altamente visible;Una multitud de personas;Minima;Bueno;Muy Cerca;Hay algo de diversidad;Muy Alto;AK 11 - Cl 65, Bogotá, Colombia;2;Chapinero;-74,06219999960;4,65149999969
1409;Brillante;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;AK 11 - Cl 67, Bogotá, Colombia;2;Chapinero;-74,06149999980;4,65279999934
1410;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;A distancia;Hay diversidad;Muy Alto;AK 11 - Cl 67, Bogotá, Colombia;2;Chapinero;-74,06099999980;4,65379999951
1411;Brillante;Bastante visible;Altamente visible;Bastantes personas;Ninguna;Bueno;Cerca;Hay poca diversidad;Alto;AK 11 - Cl 69, Bogotá, Colombia;2;Chapinero;-74,06049999970;4,65469999984
1412;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;Hay diversidad;Muy Alto;K11 - CL70A, Bogotá, Colombia;2;Chapinero;-74,05989999980;4,65570000000
1413;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Muy Alto;Quinta Camacho, Bogotá, Colombia;2;Chapinero;-74,05929999980;4,65640000068
1414;Brillante;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 11 - AC 72, Bogotá, Colombia;2;Chapinero;-74,05850000030;4,65780000016
1415;Suficiente;Bastante visible;Algunos miran;Desierto;Minima;Bueno;Cerca;No hay diversidad;Medio;AC 100 - AK 19, Bogotá, Colombia;2;Chapinero;-74,05210000000;4,68549999967
1416;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 19 - Cl 97, Bogotá, Colombia;2;Chapinero;-74,05240000040;4,68469999917
1417;Suficiente;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;San Patricio, Bogotá, Bogota, Colombia;2;Chapinero;-74,05240000040;4,68359999917
1418;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Cerca;Hay poca diversidad;Muy Alto;La Porciúncula, Bogotá, Bogota, Colombia;2;Chapinero;-74,05790000040;4,65860000066
1419;Suficiente;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Chico, Bogotá, Bogota, Colombia;2;Chapinero;-74,05240000040;4,68249999918
1420;Brillante;Bastante visible;No miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;AK 11 - Cl 74, Bogotá, Colombia;2;Chapinero;-74,05719999970;4,65939999931
1421;Suficiente;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Chico, Bogotá, Bogota, Colombia;2;Chapinero;-74,05240000040;4,68139999919
1422;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Chico, Bogotá, Bogota, Colombia;2;Chapinero;-74,05279999970;4,68060000055
1423;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Chico, Bogotá, Bogota, Colombia;2;Chapinero;-74,05329999980;4,67989999987
1424;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;K11 - CL75, Bogotá, Colombia;2;Chapinero;-74,05669999960;4,66029999964
1425;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;DG 92 - Tv 91, Bogotá, Colombia;2;Chapinero;-74,05420000010;4,68029999919
1426;Brillante;Bastante visible;Muchos miran;Desierto;Moderada;Bueno;Muy Cerca;No hay diversidad;Alto;Distribuidor Autorizado Claro Cl76, Cl. 76, Bogotá, Colombia;2;Chapinero;-74,05630000030;4,66100000031
1427;Brillante;Bastante visible;Altamente visible;Desierto;Buena;Bueno;Cerca;No hay diversidad;Alto;El Espartillal, Bogotá, Bogota, Colombia;2;Chapinero;-74,05570000040;4,66190000065
1428;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Cerca;Hay diversidad;Muy Alto;Chapinero, Bogotá, Bogota, Colombia;2;Chapinero;-74,05499999970;4,66279999912
1429;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AK 11 - Cl 79, Bogotá, Colombia;2;Chapinero;-74,05430000000;4,66389999911
1430;Brillante;Bastante visible;Altamente visible;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Centro de Pagos Claro Cl 81, Ak. 11, Bogotá, Colombia;2;Chapinero;-74,05350000040;4,66479999945
1431;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;Hay diversidad;Muy Alto;Chapinero, Bogotá, Bogota, Colombia;2;Chapinero;-74,05269999990;4,66620000079
1432;Brillante;Bastante visible;Altamente visible;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;K11 - CL82, Bogotá, Colombia;2;Chapinero;-74,05190000030;4,66740000062
1433;Brillante;Bastante visible;Altamente visible;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AK 11 - AC 85, Bogotá, Colombia;2;Chapinero;-74,05130000040;4,66819999926
1434;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05059999970;4,66909999959
1435;Brillante;Bastante visible;Muchos miran;Pocas personas;Buena;Bueno;Muy Cerca;No hay diversidad;Muy Alto;K11 - CL86A, Bogotá, Colombia;2;Chapinero;-74,04990000000;4,67009999976
1436;Brillante;Bastante visible;Altamente visible;Desierto;Moderada;Bueno;Cerca;No hay diversidad;Alto;K11 - CL86A, Bogotá, Colombia;2;Chapinero;-74,04959999960;4,67060000077
1437;Brillante;Bastante visible;Muchos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AK 11 - Cl 88, Bogotá, Colombia;2;Chapinero;-74,04920000020;4,67129999958
1438;Brillante;Bastante visible;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,04870000020;4,67229999974
1439;Brillante;Bastante visible;Altamente visible;Desierto;Minima;Bueno;Cerca;No hay diversidad;Alto;AK11XCl90, Bogotá, Colombia;2;Chapinero;-74,04820000010;4,67339999974
1440;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Muy Cerca;Hay diversidad;Muy Alto;AK 11 - Cl 92, Bogotá, Colombia;2;Chapinero;-74,04789999970;4,67400000058
1441;Brillante;Bastante visible;Altamente visible;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;K11 - CL93, Bogotá, Colombia;2;Chapinero;-74,04750000030;4,67459999956
1442;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Chicá?? Reservado, Bogotá, Colombia;2;Chapinero;-74,04710000010;4,67530000024
1443;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK 11 - Cl 93A, Bogotá, Colombia;2;Chapinero;-74,04679999970;4,67630000040
1444;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Lloyds Apartamentos, Ak. 11, Bogotá, Colombia;2;Chapinero;-74,04609999990;4,67750000022
1445;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;Chicá?? Norte, Bogotá, Colombia;2;Chapinero;-74,04580000040;4,67889999971
1446;Brillante;Bastante visible;Altamente visible;Bastantes personas;Minima;Bueno;Muy Cerca;No hay diversidad;Muy Alto;K11 - CL95, Bogotá, Colombia;2;Chapinero;-74,04499999990;4,67950000055
1447;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;AK11XCl97A, Bogotá, Colombia;2;Chapinero;-74,04430000020;4,68080000021
1448;Brillante;Bastante visible;Altamente visible;Pocas personas;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;K11 - CL100, Bogotá, Colombia;2;Chapinero;-74,04370000030;4,68190000020
1449;Brillante;Bastante visible;Muchos miran;Una multitud de personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 53 - Kr 13, Bogotá, Colombia;2;Chapinero;-74,06580000000;4,64030000009
1450;Poca;Bastante visible;No miran;Pocas personas;Buena;Bueno;Muy Cerca;No hay diversidad;Alto;K11 - CL86A, Bogotá, Colombia;2;Chapinero;-74,04980000020;4,67080000043
1451;Suficiente;Bastante visible;No miran;Desierto;Minima;Bueno;Cerca;No hay diversidad;Medio;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05069999960;4,67129999958
1452;Poca;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05140000020;4,67159999907
1453;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05240000040;4,67200000025
1454;Poca;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Medio;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05320000000;4,67249999940
1455;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Buena;Bueno;Muy Cerca;No hay diversidad;Alto;AK 15 - Cl 87, Bogotá, Colombia;2;Chapinero;-74,05399999950;4,67270000093
1456;Suficiente;Bastante visible;Algunos miran;Una multitud de personas;Minima;Bueno;Cerca;Hay diversidad;Muy Alto;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05499999970;4,67280000076
1457;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Minima;Bueno;Cerca;Hay poca diversidad;Alto;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05609999970;4,67339999974
1458;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05709999990;4,67390000075
1459;Suficiente;Bastante visible;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Auto Norte - CL 88, Bogotá, Colombia;2;Chapinero;-74,05810000000;4,67430000007
1460;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Medio;Auto Norte - CL 88, Bogotá, Colombia;2;Chapinero;-74,05869999990;4,67469999939
1461;Suficiente;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05879999980;4,67170000076
1462;Suficiente;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05810000000;4,67129999958
1463;Brillante;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Muy Cerca;Hay poca diversidad;Muy Alto;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05740000030;4,67100000009
1464;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;Antiguo Country, Bogotá, Bogota, Colombia;2;Chapinero;-74,05630000030;4,67049999908
1465;Brillante;Bastante visible;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05540000000;4,66999999993
1466;Brillante;Bastante visible;Muchos miran;Bastantes personas;Minima;Bueno;Cerca;Hay poca diversidad;Alto;Cl 84 Bis - Kr 13, Bogotá, Colombia;2;Chapinero;-74,05439999980;4,66950000077
1467;Brillante;Bastante visible;Algunos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05329999980;4,66889999993
1468;Brillante;Bastante visible;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;La Cabrera, Bogotá, Bogota, Colombia;2;Chapinero;-74,05250000020;4,66840000078
1469;Brillante;Bastante visible;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AC 85 - AK 11, Bogotá, Colombia;2;Chapinero;-74,05169999970;4,66799999960
1470;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Auto Sur - AV. Boyaca, Bogotá, Colombia;8;Kennedy;-74,14580000010;4,59500000067
1471;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Auto Sur - KR 60, Bogotá, Colombia;8;Kennedy;-74,14869999980;4,59510000050
1472;Suficiente;Visibilidad total;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Zona Industrial, Bogotá, Bogota, Colombia;8;Kennedy;-74,15010000020;4,59530000016
1473;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Zona Industrial, Bogotá, Bogota, Colombia;8;Kennedy;-74,15110000040;4,59539999999
1474;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Kennedy, Bogotá, Bogota, Colombia;8;Kennedy;-74,12899999970;4,64760000072
1475;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Kennedy, Bogotá, Bogota, Colombia;8;Kennedy;-74,12990000010;4,64690000005
1476;Brillante;Visibilidad total;Muchos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;AV. Boyaca - CL 12 Bis, Bogotá, Colombia;8;Kennedy;-74,13080000040;4,64629999921
1477;Brillante;Visibilidad total;Muchos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Kennedy, Bogotá, Bogota, Colombia;8;Kennedy;-74,13129999950;4,64570000023
1478;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13219999990;4,64489999972
1479;Brillante;Visibilidad total;Altamente visible;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13310000020;4,64379999973
1480;Suficiente;Visibilidad total;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13360000030;4,64310000092
1481;Suficiente;Visibilidad total;Altamente visible;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13360000030;4,64310000092
1482;Suficiente;Visibilidad total;Altamente visible;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13399999960;4,64250000007
1483;Brillante;Visibilidad total;Altamente visible;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13449999970;4,64179999940
1484;Suficiente;Visibilidad total;Altamente visible;Bastantes personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13509999960;4,64100000076
1485;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13559999970;4,64010000043
1486;Brillante;Visibilidad total;Muchos miran;Pocas personas;Minima;Bueno;Muy Cerca;Hay diversidad;Muy Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13609999980;4,63920000009
1487;Suficiente;Visibilidad total;Muchos miran;Bastantes personas;Ninguna;Bueno;Cerca;Hay diversidad;Muy Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13650000000;4,63829999976
1488;Suficiente;Visibilidad total;Muchos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay poca diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13680000040;4,63770000078
1489;Brillante;Visibilidad total;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13719999980;4,63639999926
1490;Suficiente;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13740000040;4,63519999944
1491;Suficiente;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13760000000;4,63419999927
1492;Suficiente;Visibilidad total;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13769999980;4,63330000080
1493;Suficiente;Visibilidad total;Algunos miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13779999970;4,63240000047
1494;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Las Dos Avenidas, Bogotá, Bogota, Colombia;8;Kennedy;-74,13790000040;4,63179999962
1495;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Alto;Las Dos Avenidas, Bogotá, Bogota, Colombia;8;Kennedy;-74,13790000040;4,63179999962
1496;Brillante;Visibilidad total;No miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13800000030;4,63020000048
1497;Brillante;Visibilidad total;Algunos miran;Bastantes personas;Ninguna;Bueno;Muy Cerca;Hay algo de diversidad;Muy Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13810000010;4,62930000015
1498;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13819999990;4,62839999981
1499;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13829999980;4,62729999982
1500;Brillante;Visibilidad total;Algunos miran;Pocas personas;Ninguna;Bueno;Cerca;Hay diversidad;Alto;Pio X, Bogotá, Bogota, Colombia;8;Kennedy;-74,13839999960;4,62619999982
1501;Suficiente;Visibilidad total;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13850000040;4,62529999949
1502;Suficiente;Visibilidad total;Muchos miran;Pocas personas;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13850000040;4,62529999949
1503;Brillante;Visibilidad total;Altamente visible;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13850000040;4,62480000034
1504;Brillante;Visibilidad total;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13860000020;4,62360000052
1505;Brillante;Visibilidad total;Algunos miran;Desierto;Ninguna;Bueno;Muy Cerca;No hay diversidad;Alto;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13860000020;4,62360000052
1506;Brillante;Visibilidad total;Algunos miran;Desierto;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Av. Boyacá Calzada Lateral, Bogotá?í, Colombia;8;Kennedy;-74,13879999980;4,62230000086
1507;Brillante;Visibilidad total;No miran;Pocas personas;Ninguna;Bueno;Cerca;No hay diversidad;Medio;Cervantes, Bogotá, Bogota, Colombia;8;Kennedy;-74,13900000040;4,62120000087
1508;Brillante;Visibilidad total;No miran;Desierto;Minima;Bueno;Muy Cerca;No hay diversidad;Alto;RET_NT_802, Bogotá, Colombia;8;Kennedy;-74,13949999960;4,62020000070
1509;Brillante;Visibilidad total;Muchos miran;Pocas personas;Minima;Bueno;Cerca;No hay diversidad;Alto;;8;Kennedy;-74,14010000040;4,61999999918
